5122	nantowashi	10	207	4	0	5
5137	samsurrubid	4	221	1	0	1
5138	samsursaqat	4	221	1	0	1
5152	alarqasjilsaya	11	161	2	0	2
5153	alarqasnurbaha	11	379	2	0	2
5154	alarqassarqah	11	161	2	0	2
5165	drudgecoveapple	8	1000	10	9	20
5177	yaraqahyara	4	221	1	0	1
5178	yaraqlubziklan	5	516	1	0	1
5179	yaraqmara	5	221	1	0	1
5180	yaraqnasun	4	221	1	0	1
5193	shoushioitongye	5	66	1	0	1
5195	shoushilouka	5	66	1	0	1
5196	drudgeskulkerwounded	8	11	0	0	0
5197	shoushinenai	5	65	1	0	1
5365	yaraqakyafi	4	203	1	0	1
5366	yaraqmayad	10	300	1	0	1
5369	zombiecovecrypt	8	1000	40	44	66
5370	drudgescrawled	8	1000	28	8	20
5429	rabbitdesert	4	800	0	0	0
5430	phantomwarrior	61	4132	133	60	130
5497	virindidirector	50	10000	105	120	200
5542	mitemazewizard	100	352	0	0	0
5595	drudgeskulkerdancer	4	45	5	5	15
5596	drudgeprowlerdancer	7	179	28	8	20
5597	banderlingscoutdancer	9	369	20	18	54
5598	banderlingraverdancer	14	809	35	32	80
5599	tuskerfemaledancer	16	912	40	50	50
5600	tuskergoldenbackdancer	27	1848	60	100	50
5636	fourtowerskeeper	7	84	0	0	0
5644	neydisacastleladytallial	50	2319	0	0	0
5656	skeletonlordburialtemple	160	500000	380	300	477
5658	banderlingcaptainmageacademy	14	982	50	51	92
5659	darkrevenantrytheran	105	9000	135	200	120
5669	zefirkilifmageacademy	16	890	20	25	62
5682	skeletoncharred	15	2000	50	70	80
5683	skeletonseared	20	3500	60	90	110
5684	skeletonbrelax	34	1847	80	110	120
5685	skeletoncambarth	35	2054	125	150	100
5686	virindimasterlethe	69	13500	180	225	100
5687	reedsharkalfrega	15	2000	30	20	30
5693	cragstonetranslator	62	4205	1	0	1
5695	zaikhaltranslator	65	4458	1	0	1
5705	fireelementalflicker	8	1000	10	12	25
5710	fireelementalflare	20	3500	35	25	55
5711	fireelementalflamma	60	17500	126	152	260
5712	fireelementalinferno	100	80000	315	252	402
5748	wispfire	80	30000	200	165	295
5750	skeletonnew	4	86	2	18	20
5751	golemicenew	16	1434	50	80	40
5752	olthoinoblenew	79	18336	225	225	325
5760	snowmanfrosty	8	1000	36	10	32
5761	snowmanhappy	8	1000	62	16	66
5763	aljalimatazal	132	6972	1	0	1
5766	snowmanunhappy	8	1000	50	50	50
5771	lagbeast	8	1000	10	10	10
5772	towncrieraluvianfemale	16	318	1	0	1
5773	towncrieraluvianmale	15	293	1	0	1
5774	towncriergharundimfemale	17	324	1	0	1
5775	towncriergharundimmale	17	340	1	0	1
5776	towncriershofemale	18	376	1	0	1
5777	towncriershomale	16	274	1	0	1
5836	banditcastlekarwin	8	107	1	0	1
5837	banditcastlegwillim	10	177	0	0	0
5838	banditcastlejourgensson	16	1682	0	0	0
5839	banditcastlemacdugal	20	2569	1	0	1
5867	darkrevenantfrisirth	117	8877	135	200	120
5868	lichlordfrore	100	80000	265	215	380
5869	revenanttremblant	75	5673	190	120	140
5874	plateaumairisa	22	1195	40	0	50
5890	mattekarhoary	80	30000	160	255	305
5891	soulcrystalgreatwork	126	43680	150	300	250
5898	leathercrafterneydisacastle	5	78	1	0	1
5921	lichimpioushighpriest	53	8800	140	139	265
5922	lichimpiouspriest	44	6500	133	119	228
5931	skeletonimpioussw	44	6500	153	122	240
5932	skeletonimpiousne	44	6500	153	122	240
5933	skeletonimpiousse	44	6500	153	122	240
5934	skeletonimpiousnw	44	6500	153	122	240
5941	shadyguycheap	8	209	0	0	0
5942	shadyguyexpensive	15	209	0	0	0
6006	tumerokcaptainarchernofall	53	8793	120	130	275
6007	tumerokcaptainnofall	53	8793	120	130	275
6008	tumerokfighterarchernofall	18	1305	94	62	119
6009	tumerokfighternofall	18	1305	94	62	119
6010	tumerokgladiatorarchernofall	74	14470	215	200	310
6011	tumerokgladiatornofall	74	14470	215	200	310
6012	tumerokhighpriestarchernofall	100	80000	260	205	380
6013	tumerokhighpriestnofall	100	80000	260	205	380
6014	tumeroklieutenantarchernofall	44	6305	120	140	230
6015	tumeroklieutenantnofall	44	6305	120	140	230
6016	tumerokpriestarchernofall	70	13912	240	180	325
6017	tumerokpriestnofall	70	13912	240	180	325
6018	tumerokscoutarchernofall	16	893	46	55	72
6019	tumerokscoutnofall	16	893	46	55	72
6020	tumerokwarriorarchernofall	26	2533	72	84	111
6021	tumerokwarriornofall	26	2533	72	84	111
6022	tumerokworkerarchernofall	9	376	38	37	62
6023	tumerokworkernofall	9	376	38	37	62
6025	hamudibnrafik	73	4973	1	0	1
6026	devanabinthamudi	20	870	1	0	1
6039	crystalbrokenfragment	18	1594	100	80	150
6040	crystalfragment	35	4000	150	198	250
6041	crystaldualfragment	80	30000	150	192	250
6078	rabbitbabyblack	2	3	0	0	0
6079	rabbitbabybrown	2	3	0	0	0
6080	rabbitbabywhite	360	117255	208	208	208
6081	rabbitbabydesert	2	3	0	0	0
6356	craterlakemagma	49	2887	0	0	0
6379	lightningelementalastyrrian	115	125000	330	260	415
6380	lightningelementalscintilla	60	17500	144	158	290
6381	lightningelementalspark	20	3500	35	25	55
6382	lightningelementalstatic	8	1000	10	12	25
6384	emotetestdrudge	2	18	0	0	0
6386	emotetestnpc	5	154	1	0	1
6402	shadowpanumbrisstealth	155	13288	150	300	190
6403	shadowumbrisstealth	186	16083	180	300	220
6442	teststarteventdrudge	2	10	0	0	0
6443	teststopeventdrudge	2	10	0	0	0
6452	shadowlerrhanalpha	31	2500	80	240	90
6453	shadowlerrhanbeta	31	2500	80	240	90
6534	shadowsprite	8	1000	20	29	50
6535	shadowchildsmall	8	1000	44	46	78
6536	shadowchildsmallspire	4	220	40	80	80
6537	shadowspire	12	630	80	180	90
6538	shadowchildspire	30	1842	120	240	130
6539	shadowlieutenantspire	65	4623	140	300	150
6540	shadowpanumbrisspire	155	13288	150	300	190
6554	shadowcaptainalpha	155	12000	150	300	190
6555	shadowcaptainbeta	155	12000	150	300	190
6556	blackferahalpha	155	12000	150	300	190
6557	blackferahbeta	155	12000	150	300	190
6558	shadowlerrhangamma	31	2500	80	240	90
6559	blackferahgamma	155	12000	150	300	190
6560	isindulealpha	257	24000	180	300	220
6561	isindulebeta	257	24000	180	300	220
6592	jibrilibnrashid	53	3394	1	0	1
6625	aleanthesteelforger	53	3394	1	0	1
6626	kogahideki	53	3394	1	0	1
6635	olthoicrawlernofall	24	1581	130	150	60
6636	olthoiinjurednofall	12	489	90	146	70
6637	olthoinoblenofall	80	30000	225	225	325
6638	olthoinymphnofall	32	3525	115	160	100
6639	olthoiqueennofall	201	16311	235	294	200
6640	olthoisoldiernofall	60	17500	180	220	300
6641	olthoiworkernofall	53	9075	150	197	280
6642	olthoiwormnofall	14	778	120	150	60
6644	emotetestdrudge2	4	25	15	25	15
6645	golemunstablemagma	100	80000	185	155	295
6770	crimsonsilifikayna	74	233	0	0	0
6771	mumiyahgreatercrimsonhaft	72	862	100	100	50
6772	mumiyahgreatercrimsonruby3	20	3500	100	100	50
6773	skeletoncaptaincrimsonruby1	50	10000	80	110	120
6774	skeletonlordcrimsonruby5	50	10000	80	110	120
6775	skeletonwarriorcrimsonruby4	50	10000	80	110	120
6781	ancientlighthouseprisoner	15	307	1	0	1
6784	shadowcaptaingamma	155	12000	150	300	190
6785	blackferahthree	155	12000	150	300	190
6788	soulcrystalnexus	126	54180	200	400	350
6806	crystalnexusfragment	79	14639	150	208	250
6810	shadownexus	155	12000	150	300	190
6811	shadownexuscaptain	153	24000	180	300	220
6823	golemwoodsmall	126	2000000	25	50	25
6824	mosswartsmall	126	1000000	60	60	40
6825	olthoismall	126	3000000	10	10	10
6829	shadowspireeastham	14	800	80	180	120
6830	shadowspirecragstone	14	800	80	180	120
6831	shadowspiretoutou	41	2500	80	240	160
6832	shadowspiresawato	41	2500	80	240	160
6833	shadowspirekhayyaban	89	5000	140	300	200
6834	shadowspiretufa	89	5000	140	300	200
6847	dryreachquestnpc	15	307	1	0	1
6848	dryreachprisoner	21	548	1	0	1
6872	ayanbaqurnoble	59	3102	2	0	2
6873	ayanbaqurdrunkenscholar	50	3709	2	0	2
6882	tumerokdryreachguard	60	17500	120	190	310
6889	neydisacastlegormling	17	182	1	0	1
6890	nantomiyako	15	392	4	0	5
7081	armoredilloplate	100	80000	302	264	379
7082	armoredilloisland	40	7000	103	125	224
7083	armoredillotitanium	160	500000	353	333	457
7084	armoredillohoary	80	30000	223	232	326
7085	banderlingberserker	80	30000	154	210	255
7086	banderlingthrasher	100	80000	290	285	380
7087	banderlingogre	20	3500	74	72	120
7088	banderlingmauler	100	80000	170	225	300
7089	drudgealtered	80	30000	205	200	347
7090	drudgeaugmented	80	30000	185	195	250
7091	drudgeascendant	115	125000	280	249	370
7092	fireelementalfirestorm	100	80000	263	245	370
7093	fireelementalhellfire	115	125000	290	272	402
7094	lightningelementalsynnast	115	125000	330	260	415
7095	lightningelementalscathisa	100	80000	330	260	415
7096	golemgold	100	80000	256	205	354
7097	golemplatinum	135	250000	300	265	429
7098	golemplasma	115	125000	318	255	400
7099	golemvapor	115	125000	300	250	395
7100	lugianextas	80	30000	240	235	375
7101	lugiantiatus	100	80000	300	260	400
7102	mosswartmirewitch	80	30000	190	200	310
7103	mosswartclinger	67	13448	180	180	300
7104	mosswartswamplord	95	26607	250	225	350
7105	phyntoswaspwhite	80	30000	230	230	345
7106	ratsewer	50	10000	40	160	275
7107	ratwasteland	80	30000	130	200	290
7108	shallowsdestroyer	60	17500	130	125	270
7109	shallowsdevourer	50	10000	100	115	200
7110	sclavusulu	80	30000	155	160	180
7111	sclavusfaisi	80	30000	225	210	345
7112	sclavuschomu	100	80000	245	220	365
7113	shrethgauloth	100	80000	270	240	370
7114	shrethrendeath	115	125000	305	280	400
7115	tuskeralbino	27	1864	60	97	50
7116	mumiyahhigh	80	30000	276	224	345
7117	mumiyahguardian	80	30000	300	239	400
7118	mumiyahroyal	115	125000	403	294	455
7119	mumiyahimperial	100	80000	393	284	445
7120	mumiyahemperorgeraine	49	3601	130	134	70
7121	skeletonbonelord	60	17500	140	170	250
7122	skeletongreat	100	80000	220	210	320
7123	zombiedarkleech	80	30000	140	165	260
7124	zombiedarkmagus	80	30000	200	190	290
7125	wispaffliction	115	125000	385	200	440
7126	wispcursed	80	30000	250	225	355
7127	wispnightmare	115	125000	390	210	455
7128	zefirsufut	50	10000	50	170	260
7129	zefirnalif	80	30000	60	205	275
7178	skeletoncursedbones	80	30000	175	200	290
7179	skeletonrelicbones	80	30000	160	190	275
7180	moarsmanashen	30	5000	90	80	90
7181	moarsmandesolation	115	125000	332	282	432
7182	moarsmanlava	32	2915	90	80	90
7183	phyntoswaspjungle	50	10000	160	170	130
7184	tuskersilver	80	30000	220	220	315
7240	bowyermasterbarnar	17	332	1	0	1
7241	bowyermasteryuanhanzu	24	635	1	0	1
7330	banderlingbasher	60	17500	140	170	260
7331	banderlinghunter	100	80000	360	225	410
7332	banderlingblade	20	3500	66	66	114
7333	banderlingmangler	100	80000	175	225	290
7334	skeletonboneknight	60	17500	120	160	265
7335	drudgealteredhigh	80	30000	205	200	347
7336	drudgeaugmentedhigh	80	30000	185	195	250
7337	drudgeascendanthigh	125	65518	280	249	370
7340	virindiobserver	100	80000	300	230	370
7345	banderlingstriker	50	10000	162	105	260
7346	banderlingenforcer	100	80000	260	225	380
7348	zombiesoulfearingacolytearea1	50	10000	125	136	240
7349	zombiesoulfearingacolytearea2	50	10000	125	136	240
7350	zombiesoulfearingacolytearea3	50	10000	125	136	240
7369	darkmagusaerfalle	100	80000	283	199	382
7370	firestormesper	100	80000	207	214	342
7371	hellfirelethe	100	80000	193	208	334
7372	relicbonesportal	100	80000	193	208	334
7373	hellfiretenkarrdun	100	80000	193	208	334
7392	golemmegamagma	100	80000	213	200	350
7397	revenantsylsfear	80	30000	130	182	120
7401	ashenbonesejan	100	80000	257	201	374
7402	aerlintheherald1	62	4220	130	182	120
7403	aerlintheherald2	62	4220	130	182	120
7404	magmagolemrepair	49	2887	0	0	0
7405	magmagolemsmith	49	2887	0	0	0
7418	easterbunny	8	24	0	0	0
7421	golemdiamondnofall	100	80000	260	212	357
7422	zombiedarkrevenantnofall	80	30000	135	180	285
7423	zombielichlordnofall	60	17500	125	136	240
7424	zombierevenantnofall	60	17500	170	165	300
7431	zombiesoulfearingacolytetower1	20	3500	86	76	126
7432	zombiesoulfearingacolytetower2	20	3500	86	76	126
7433	zombiesoulfearingacolytetower3	20	3500	86	76	126
7487	fireelementalinferno-nospawn	100	80000	315	252	402
7490	skeletoncaptain-nofall	21	1874	60	82	110
7491	skeletonwarrior-nofall	20	3500	50	63	80
7507	golemcoral	100	80000	235	200	340
7550	lugianamplothminer	20	3500	50	999	70
7551	lugianextasminer	100	80000	280	280	390
7552	lugiangigasminer	60	17500	195	220	315
7553	lugianlaigusminer	40	7000	115	155	210
7554	lugianlithosminer	50	10000	170	210	270
7555	lugianobelothminer	50	10000	145	175	245
7560	stoneholdmotecollector	58	880	0	0	0
7607	fireelementalember	80	30000	189	200	300
7618	rockslideb	32	2674	50	115	40
7619	rockslidec	32	2674	50	115	40
7626	golemcoralgreen	100	80000	235	190	340
7773	mikrauli	66	4517	1	0	1
7780	skeletonashenbones	60	17500	175	185	270
7819	zombiesoulfearing-melee	15	2000	75	66	124
7820	zombielichsoulfearing-melee	20	3500	86	76	126
7821	skeletoncaptainsoulfearing-melee	20	3500	60	82	110
7822	skeletonlord-melee	40	7000	50	100	150
7978	grievverscrawed	50	10000	70	140	175
7979	grievvervirulent	50	10000	90	200	185
7980	grievvervenomous	80	30000	172	230	250
7981	grievverharrower	100	80000	266	255	355
7982	grievverdestroyer	115	125000	275	265	360
7983	grievverbane	115	125000	282	265	375
7984	niffisparfal	14	808	80	68	34
7985	niffislistris	18	1152	76	74	44
7986	niffisglissnal	21	1638	74	84	63
